Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 0182,CUST - 011,Customer 11,DE,External,18010.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-28 12:46:49.000,USER - 03676,Department 751,Manual,Order - 0182,Sales order,Main
Order - 0183,CUST - 011,Customer 11,DE,External,18010.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-29 09:52:10.000,USER - 03676,Department 751,Manual,Order - 0183,Sales order,Main
Order - 0184,CUST - 011,Customer 11,DE,External,18025.56,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-29 09:54:05.000,USER - 03676,Department 751,Manual,Order - 0184,Sales order,Main
Order - 0193,CUST - 011,Customer 11,DE,External,35652,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-30 14:11:40.000,USER - 03676,Department 751,Manual,Order - 0193,Sales order,Main
Order - 0194,CUST - 011,Customer 11,DE,External,10552.56,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-30 14:19:43.000,USER - 03676,Department 751,Manual,Order - 0194,Sales order,Main
Order - 0195,CUST - 011,Customer 11,DE,External,11798.98,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-31 15:20:53.000,USER - 03676,Department 751,Manual,Order - 0195,Sales order,Main
Order - 0196,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-04 11:36:29.000,USER - 03676,Department 751,Manual,Order - 0196,Sales order,Main
Order - 1171,CUST - 001,Customer 1,FR,External,22296,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-05-21 15:33:41.000,USER - 03676,Department 751,Manual,Order - 1171,Sales order,Main
Order - 1876,CUST - 013,Customer 13,MX,Internal,4952.8,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-11-07 11:37:49.000,USER - 03676,Department 751,Manual,Order - 1876,Sales order,Main
Order - 1775,CUST - 066,Customer 66,GB,External,15940,GBP,ST - Services / Tooling,Company 3,NULL,NULL,Create Sales Order,2024-10-22 12:04:24.000,USER - 03676,Department 751,Manual,Order - 1775,Sales order,Main
Order - 1760,CUST - 062,Customer 62,JP,External,0,USD,SO - Standard Order,Company 4,NULL,NULL,Create Sales Order,2024-10-17 18:44:58.000,USER - 03676,Department 751,Manual,Order - 1760,Sales order,Main
Order - 1127,CUST - 006,Customer 6,PL,External,5751.4,PLN,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-05-10 13:00:40.000,USER - 03676,Department 751,Manual,Order - 1127,Sales order,Main
Order - 1751,CUST - 010,Customer 10,DE,External,6011.04,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-15 15:45:45.000,USER - 03676,Department 751,Manual,Order - 1751,Sales order,Main
Order - 1693,CUST - 010,Customer 10,DE,External,16400,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-04 13:03:06.000,USER - 03676,Department 751,Manual,Order - 1693,Sales order,Main
Order - 1900,CUST - 010,Customer 10,DE,External,4524.12,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-11-12 23:14:47.000,USER - 03676,Department 751,Manual,Order - 1900,Sales order,Main
Order - 1902,CUST - 011,Customer 11,DE,External,324.34,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-11-13 11:53:28.000,USER - 03676,Department 751,Manual,Order - 1902,Sales order,Main
Order - 0951,CUST - 011,Customer 11,DE,External,12595.06,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-04-03 15:28:42.000,USER - 03676,Department 751,Manual,Order - 0951,Sales order,Main
Order - 1292,CUST - 036,Customer 36,US,External,1870.08,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-19 19:50:01.000,USER - 02130,Department 2222,Manual,Order - 1292,Sales order,Main
Order - 1295,CUST - 036,Customer 36,US,External,1384.7,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-19 21:07:50.000,USER - 02130,Department 2222,Manual,Order - 1295,Sales order,Main
Order - 1296,CUST - 036,Customer 36,US,External,926.6,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-19 21:14:54.000,USER - 02130,Department 2222,Manual,Order - 1296,Sales order,Main
Order - 1319,CUST - 036,Customer 36,US,External,1793.03,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-28 18:18:55.000,USER - 02130,Department 2222,Manual,Order - 1319,Sales order,Main
Order - 1321,CUST - 036,Customer 36,US,External,166.42,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-28 19:11:03.000,USER - 02130,Department 2222,Manual,Order - 1321,Sales order,Main
Order - 1705,CUST - 036,Customer 36,US,External,631.3,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 18:49:47.000,USER - 02130,Department 2222,Manual,Order - 1705,Sales order,Main
Order - 1708,CUST - 036,Customer 36,US,External,1296.87,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 19:13:16.000,USER - 02130,Department 2222,Manual,Order - 1708,Sales order,Main
Order - 1710,CUST - 036,Customer 36,US,External,1032.23,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 20:05:20.000,USER - 02130,Department 2222,Manual,Order - 1710,Sales order,Main
Order - 1712,CUST - 036,Customer 36,US,External,1775.87,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 20:45:02.000,USER - 02130,Department 2222,Manual,Order - 1712,Sales order,Main
Order - 1713,CUST - 036,Customer 36,US,External,578.45,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-04 20:51:01.000,USER - 02130,Department 2222,Manual,Order - 1713,Sales order,Main
Order - 1177,CUST - 036,Customer 36,US,External,730.47,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 19:51:42.000,USER - 02130,Department 2222,Manual,Order - 1177,Sales order,Main
Order - 1180,CUST - 036,Customer 36,US,External,734.86,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 20:24:21.000,USER - 02130,Department 2222,Manual,Order - 1180,Sales order,Main
Order - 1182,CUST - 036,Customer 36,US,External,567.53,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 20:44:20.000,USER - 02130,Department 2222,Manual,Order - 1182,Sales order,Main
Order - 1183,CUST - 036,Customer 36,US,External,3149.13,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 20:51:25.000,USER - 02130,Department 2222,Manual,Order - 1183,Sales order,Main
Order - 1185,CUST - 036,Customer 36,US,External,2627.93,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 21:04:21.000,USER - 02130,Department 2222,Manual,Order - 1185,Sales order,Main
Order - 1188,CUST - 036,Customer 36,US,External,884.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 21:23:33.000,USER - 02130,Department 2222,Manual,Order - 1188,Sales order,Main
Order - 1614,CUST - 036,Customer 36,US,External,578.5,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 18:39:33.000,USER - 02130,Department 2222,Manual,Order - 1614,Sales order,Main
Order - 1615,CUST - 036,Customer 36,US,External,1833.7,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 18:45:42.000,USER - 02130,Department 2222,Manual,Order - 1615,Sales order,Main
Order - 1616,CUST - 036,Customer 36,US,External,2781.53,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 18:52:10.000,USER - 02130,Department 2222,Manual,Order - 1616,Sales order,Main
Order - 1625,CUST - 036,Customer 36,US,External,1063.89,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-17 18:36:10.000,USER - 02130,Department 2222,Manual,Order - 1625,Sales order,Main
Order - 1626,CUST - 036,Customer 36,US,External,2451.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-17 18:44:32.000,USER - 02130,Department 2222,Manual,Order - 1626,Sales order,Main
Order - 1627,CUST - 036,Customer 36,US,External,1376.24,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-17 20:06:50.000,USER - 02130,Department 2222,Manual,Order - 1627,Sales order,Main
Order - 1356,CUST - 036,Customer 36,US,External,435.63,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-02 22:16:31.000,USER - 02130,Department 2222,Manual,Order - 1356,Sales order,Main
Order - 0550,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-20 23:59:59.000,USER - 08479,NULL,NULL,Order - 0550,Sales order,Main
Order - 0394,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0394,Sales order,Main
Order - 0556,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0556,Sales order,Main
Order - 0576,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0576,Sales order,Main
Order - 0403,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0403,Sales order,Main
Order - 0558,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0558,Sales order,Main
Order - 0422,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-06 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0422,Sales order,Main
Order - 0436,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-14 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0436,Sales order,Main
Order - 1893,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-11-12 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1893,Sales order,Main
Order - 0069,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-06-27 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0069,Sales order,Main
Order - 1679,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-09-27 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1679,Sales order,Main
Order - 1125,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-05-10 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1125,Sales order,Main
Order - 1718,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-08 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1718,Sales order,Main
Order - 1719,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-08 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1719,Sales order,Main
Order - 1736,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-10 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1736,Sales order,Main
Order - 1737,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-10 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1737,Sales order,Main
Order - 0746,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-02-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0746,Sales order,Main
Order - 1753,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-16 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1753,Sales order,Main
Order - 1754,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-17 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1754,Sales order,Main
Order - 1814,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1814,Sales order,Main
Order - 1369,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-07-09 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1369,Sales order,Main
Order - 1921,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-11-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1921,Sales order,Main
Order - 0512,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0512,Sales order,Main
Order - 1734,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-10 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1734,Sales order,Main
Order - 1937,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-11-21 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1937,Sales order,Main
Order - 1600,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-09-06 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1600,Sales order,Main
Order - 1398,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-07-16 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1398,Sales order,Main
Order - 1777,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1777,Sales order,Main
Order - 1696,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-04 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1696,Sales order,Main
Order - 0398,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0398,Sales order,Main
Order - 0525,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0525,Sales order,Main
Order - 1920,,,,,0,,SC - Scrap Sales,,,,Requested Delivery Date,2024-11-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1920,Sales order,Main
Order - 1398,CUST - 055,Customer 55,DE,Internal,500,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-07-16 16:07:36.000,USER - 10897,Department 2178,Manual,Order - 1398,Sales order,Main
Order - 1600,CUST - 055,Customer 55,DE,Internal,500,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-09-06 14:52:19.000,USER - 10897,Department 2178,Manual,Order - 1600,Sales order,Main
Order - 1734,CUST - 055,Customer 55,DE,Internal,500,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-10-10 09:52:57.000,USER - 10897,Department 2178,Manual,Order - 1734,Sales order,Main
Order - 0556,CUST - 039,Customer 39,CZ,External,341035.28,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-20 13:32:15.000,USER - 10897,Department 2178,Manual,Order - 0556,Sales order,Main
Order - 0403,CUST - 044,Customer 44,DE,External,4671.16,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-29 14:51:35.000,USER - 10897,Department 2178,Manual,Order - 0403,Sales order,Main
Order - 1679,CUST - 011,Customer 11,DE,External,772.52,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-09-27 11:02:17.000,USER - 10897,Department 2178,Manual,Order - 1679,Sales order,Main
Order - 1125,CUST - 011,Customer 11,DE,External,16297.64,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-05-10 13:25:07.000,USER - 10897,Department 2178,Manual,Order - 1125,Sales order,Main
Order - 1718,CUST - 011,Customer 11,DE,External,18785.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-08 12:37:53.000,USER - 10897,Department 2178,Manual,Order - 1718,Sales order,Main
Order - 1719,CUST - 011,Customer 11,DE,External,20235.64,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-08 13:17:53.000,USER - 10897,Department 2178,Manual,Order - 1719,Sales order,Main
Order - 1736,CUST - 011,Customer 11,DE,External,32974.32,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-10 15:23:09.000,USER - 10897,Department 2178,Manual,Order - 1736,Sales order,Main
Order - 1737,CUST - 011,Customer 11,DE,External,22960.44,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-10 15:32:33.000,USER - 10897,Department 2178,Manual,Order - 1737,Sales order,Main
Order - 1753,CUST - 011,Customer 11,DE,External,18606.98,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-16 15:29:34.000,USER - 10897,Department 2178,Manual,Order - 1753,Sales order,Main
Order - 1754,CUST - 011,Customer 11,DE,External,1.44,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-17 08:24:29.000,USER - 10897,Department 2178,Manual,Order - 1754,Sales order,Main
Order - 1814,CUST - 011,Customer 11,DE,External,12596.18,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-10-29 09:16:55.000,USER - 10897,Department 2178,Manual,Order - 1814,Sales order,Main
Order - 0512,CUST - 012,Customer 12,IT,External,21014.3,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-19 11:08:45.000,USER - 10897,Department 2178,Manual,Order - 0512,Sales order,Main
Order - 0069,CUST - 011,Customer 11,DE,External,9771.96,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-27 14:11:42.000,USER - 10897,Department 2178,Manual,Order - 0069,Sales order,Main
Order - 0746,CUST - 011,Customer 11,DE,External,14281.14,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-20 12:59:36.000,USER - 10897,Department 2178,Manual,Order - 0746,Sales order,Main
Order - 1369,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-07-09 14:58:08.000,USER - 10897,Department 2178,Manual,Order - 1369,Sales order,Main
Order - 1921,CUST - 011,Customer 11,DE,External,18010.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-11-20 11:54:54.000,USER - 10897,Department 2178,Manual,Order - 1921,Sales order,Main
Order - 0558,CUST - 040,Customer 40,SK,External,8090.78,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-20 13:39:09.000,USER - 10897,Department 2178,Manual,Order - 0558,Sales order,Main
Order - 0398,CUST - 040,Customer 40,SK,External,10395.37,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-29 14:13:56.000,USER - 10897,Department 2178,Manual,Order - 0398,Sales order,Main
Order - 0422,CUST - 046,Customer 46,PT,External,109869.65,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-06 12:04:34.000,USER - 10897,Department 2178,Manual,Order - 0422,Sales order,Main
Order - 1777,CUST - 036,Customer 36,US,External,721.39,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-10-22 19:47:32.000,USER - 10897,Department 2178,Manual,Order - 1777,Sales order,Main
Order - 1404,CUST - 037,Customer 37,US,External,4739.97,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-17 19:04:10.000,USER - 02130,Department 2222,Manual,Order - 1404,Sales order,Main
Order - 1009,CUST - 037,Customer 37,US,External,3198.87,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 22:45:00.000,USER - 02130,Department 2222,Manual,Order - 1009,Sales order,Main
